App_Name,Adam_ID,Categories,Additional_Info,iTunes_URL
Rhyming Words Center,1171503200,14,,https://itunes.apple.com/us/app/rhyming-words-center/id1171503200?mt=8
Rhythm Cat Pro HD - Learn To Read Music,583711348,12,,https://itunes.apple.com/us/app/rhythm-cat-pro-hd-learn-to-read-music/id583711348?mt=8
Rocket Speller,492504689,18,,https://itunes.apple.com/us/app/rocket-speller/id492504689?mt=8
Same Same - Match identical items,1135853830,14,,https://itunes.apple.com/us/app/same-same-match-identical-items/id1135853830?mt=8
Scan & Translate+ - ocr Image scanner & translator,845139175,0,"Multiple Language Support: 70+ Languages; Text Translation: Yes; Pic from Camera Roll: Yes; Recognize from Camera: Yes; Export to PDF: No; Other Export: Google Classroom, Notability, Email",https://itunes.apple.com/us/app/scan-translate-ocr-image-scanner-translator/id845139175?mt=8
Science360,439928181,a,,https://itunes.apple.com/us/app/science360-for-ipad/id439928181?mt=8
See. Touch. Learn.,406826506,1,,https://itunes.apple.com/us/app/see-touch-learn/id406826506?mt=8
Seedling Comic Studio,1034521018,8,,https://itunes.apple.com/us/app/seedling-comic-studio/id1034521018?mt=8
Sensory Electra,639580740,10,,https://itunes.apple.com/us/app/sensory-electra/id639580740?mt=8
Sensory iMeba,639593854,10,,https://itunes.apple.com/us/app/sensory-imeba/id639593854?mt=8
Sensory Just Touch,649331809,10,,https://itunes.apple.com/gb/app/sensory-just-touch/id649331809?mt=8
Sensory Magma,647810604,10,,https://itunes.apple.com/us/app/sensory-magma/id647810604?mt=8
Sensory Room,814529452,10,,https://itunes.apple.com/us/app/sensory-room/id814529452?mt=8
SentenceBuilder™ for iPad,364197515,"18, a, c",,https://itunes.apple.com/us/app/sentencebuilder-for-ipad/id364197515?mt=8
Shadow Puppets Edu,888504640,8,,https://itunes.apple.com/us/app/shadow-puppet-edu/id888504640?mt=8
ShowMe Interactive Whiteboard,445066279,"8, a",,https://itunes.apple.com/us/app/showme-interactive-whiteboard/id445066279?mt=8
Sign 4 Me for iPad - A Signed English Translator,312882992,"16, a, g",,https://itunes.apple.com/us/app/sign-4-me/id312882992?mt=8
SimplePhysics,408233979,6,,https://itunes.apple.com/us/app/simplephysics/id408233979?mt=8
Signed Stories,550966811,"16, a, g",,https://itunes.apple.com/us/app/signed-stories/id550966811?mt=8
Singing Fingers HD,424724387,12,,https://itunes.apple.com/us/app/singing-fingers-hd/id424724387?mt=8
SkyView Lite,413936865,"11, a",,https://itunes.apple.com/us/app/skyview-lite/id413936865?mt=8
Snap + Core First Full,1257753762,3,,https://itunes.apple.com/us/app/snap-core-first-full/id1257753762?mt=8
Snap&Read,1179522220,"0, a, b",Multiple Language Support: No; Text Translation: No; Pic from Camera Roll: Yes; Recognize from Camera: Yes,https://itunes.apple.com/us/app/snap-read-universal/id1179522220?mt=8
SnapType,1124115982,5,,https://itunes.apple.com/us/app/snaptype/id1124115982?mt=8
SnapType Pro,1124123246,5,,https://itunes.apple.com/us/app/snaptype-pro/id1124123246?mt=8
Sock Puppets Complete,547666894,8,,https://itunes.apple.com/us/app/sock-puppets-complete/id547666894?mt=8
Socratic Math & Homework Help,1014164514,15,,https://itunes.apple.com/us/app/socratic-math-homework-help/id1014164514?mt=8
Sort By Kind - Sort visually related items,1135864577,14,,https://itunes.apple.com/us/app/sort-by-kind-sort-visually-related-items/id1135864577?mt=8
Sort By Nature - Sort logically related items,1135860570,14,,https://itunes.apple.com/us/app/pair-by-nature-match-logically-related-items/id1135860570?mt=8
SoundingBoard,390532167,"3, a, h",,https://itunes.apple.com/us/app/soundingboard/id390532167?mt=8
Split Box,611174553,19,,https://itunes.apple.com/us/app/split-box/id611174553?mt=8
Stack the States®,381342267,13,,https://itunes.apple.com/us/app/stack-the-states/id381342267?mt=8
Stack Up - Stack items bottom-up to build a tower,1135865797,14,,https://itunes.apple.com/us/app/stack-up-stack-items-bottom-up-to-build-a-tower/id1135865797?mt=8
Stage Pro: Interactive Whiteboard/Document Camera,714477455,8,,https://itunes.apple.com/us/app/stage-pro-interactive-whiteboard-document-camera/id714477455?mt=8
Starfall ABCs,395623983,14,,https://itunes.apple.com/us/app/starfall-abcs/id395623983?mt=8
Starfall FREE,707189889,14,,https://itunes.apple.com/us/app/starfall-free/id707189889?mt=8
Starfall Learn to Read,551817261,14,,https://itunes.apple.com/us/app/starfall-learn-to-read/id551817261?mt=8
Starry Night Interactive Animation,511943282,10,,https://itunes.apple.com/us/app/starry-night-interactive-animation/id511943282?mt=8
"Stop, Breathe & Think Kids",1215758068,"10, a, d",,https://itunes.apple.com/us/app/stop-breathe-think-kids/id1215758068?mt=8
Story Creator - Easy Story Book Maker for Kids,545369477,8,,https://itunes.apple.com/us/app/story-creator-easy-story-book-maker-for-kids/id545369477?mt=8
StoryBuilder for iPad,377631532,"8, a, c",,https://itunes.apple.com/us/app/storybuilder-for-ipad/id377631532?mt=8
Subitize This!,1125721532,19,,https://itunes.apple.com/us/app/subitize-this/id1125721532?mt=8
SwiftKey,911813648,4,,https://itunes.apple.com/us/app/swiftkey-keyboard/id911813648?mt=8
Symbol Reader,575587181,"7, a, b",SymbolSupport Also Available,https://itunes.apple.com/us/app/symbolreader/id575587181?mt=8
SymbolSupport,571654488,"5, 7, a, h",SymbolReader also available,https://itunes.apple.com/us/app/symbolsupport/id571654488?mt=8
Symmetry Exercises for Kids Lite,581373862,19,,https://itunes.apple.com/us/app/symmetry-exercises-for-kids-lite/id581373862?mt=8
Symmetry School: Learning Geometry,648579648,19,,https://itunes.apple.com/us/app/symmetry-school-learning-geometry/id648579648?mt=8
Table It!,971720005,1,,https://itunes.apple.com/us/app/table-it-students-special-needs-learn-to-organize-their/id971720005
Take a Break! - Meditations for Stress Relief,453857236,10,,https://itunes.apple.com/us/app/take-a-break-meditations-for-stress-relief/id453857236?mt=8
TallyTots Counting,424070269,19,,https://itunes.apple.com/us/app/tallytots-counting/id424070269?mt=8
TanZen HD - Relaxing tangram puzzles,363300963,19,,https://itunes.apple.com/us/app/tanzen-hd-relaxing-tangram/id363300963?mt=8
"Tap and learn ABC, Preschool game to learn alphabe",763405044,14,,https://itunes.apple.com/us/app/tap-learn-abc-preschool-game-to-learn-alphabet-phonics/id763405044?mt=8
Tap-n-See Now,491247565,17,,https://itunes.apple.com/us/app/tap-n-see-now/id491247565?mt=8
Tappy Alphabet-Fun Learning for Preschool Toddlers,820475165,14,,https://itunes.apple.com/us/app/tappy-alphabet-fun-learning-for-preschool-toddlers/id820475165?mt=8
TapQuiz Maps World Edition,424151065,13,,https://itunes.apple.com/us/app/tapquiz-maps-world-edition/id424151065?mt=8
TapSpeak Sequence Standard,379541810,3,,https://itunes.apple.com/us/app/tapspeak-sequence-standard/id379541810?mt=8
TapTapSee,567635020,"17, a, f",,https://itunes.apple.com/us/app/taptapsee/id567635020?mt=8
Teachers' Pack 1,588986286,14,,https://itunes.apple.com/us/app/teachers-pack-1/id588986286?mt=8
Teachers' Pack 2,687072252,14,,https://itunes.apple.com/us/app/teachers-pack-2/id687072252?mt=8
Teachley: Addimal Adventure,661286973,19,,https://itunes.apple.com/us/app/teachley-addimal-adventure/id661286973?mt=8&uo=4
Teachley: Fact Flyer,1068560210,19,,https://itunes.apple.com/us/app/teachley-fact-flyer/id1068560210?mt=8
Teachley: Mt. Multiplis,877699973,19,,https://itunes.apple.com/us/app/teachley-mt-multiplis/id877699973?mt=8
Teachley: Subtractimals,990584228,19,,https://itunes.apple.com/us/app/teachley-subtractimals/id990584228?mt=8
TED,376183339,a,,https://itunes.apple.com/us/app/ted/id376183339?mt=8
Telling Time - Photo Touch Game,442399018,19,,https://itunes.apple.com/us/app/telling-time-photo-touch-game/id442399018?mt=8
Ten Frame Mania,1018365345,19,,https://itunes.apple.com/us/app/ten-frame-mania/id1018365345?mt=8
TenseBuilder,427577382,"a, c",,https://itunes.apple.com/us/app/tensebuilder/id427577382?mt=8
The Lemonade Stand,574412697,19,,https://itunes.apple.com/us/app/the-lemonade-stand/id574412697?mt=8
The Zones of Regulation,610272864,"10, a, d",,https://itunes.apple.com/us/app/the-zones-of-regulation/id610272864?mt=8
The Zones of Regulation: Exploring Emotions,1059257336,"10, a, d",,https://itunes.apple.com/us/app/the-zones-of-regulation-exploring-emotions/id1059257336?mt=12
Thinking Blocks Addition,668450919,19,,https://itunes.apple.com/us/app/thinking-blocks-addition/id668450919?mt=8
Thinking Blocks Fractions,670767677,19,,https://itunes.apple.com/us/app/thinking-blocks-fractions/id670767677?mt=8
Thinking Blocks Multiplication,669725575,19,,https://itunes.apple.com/us/app/thinking-blocks-multiplication/id669725575?mt=8
Tiggly Addventure: Number Line Math Learning Game,923545246,19,,https://itunes.apple.com/us/app/tiggly-addventure-number-line-math-learning-game/id923545246?mt=8
Tiggly Cardtoons: 25 Interactive Counting Stories,923540012,19,,https://itunes.apple.com/us/app/tiggly-cardtoons-25-interactive-counting-stories/id923540012?mt=8
Tiggly Chef Addition: Preschool Math Cooking Game,923367559,19,,https://itunes.apple.com/us/app/tiggly-chef-addition-preschool-math-cooking-game/id923367559?mt=8
Tiggly Chef Subtraction: 1st Grade Math Game,1046592833,19,,https://itunes.apple.com/us/app/tiggly-chef-subtraction-1st-grade-math-game/id1046592833?mt=8
Tiggly Doctor: Spell Verbs and Perform Actions Lik,971257252,14,,https://itunes.apple.com/us/app/tiggly-doctor-spell-verbs-perform-actions-like-real/id971257252?mt=8
Tiggly Draw,718952421,9,,https://itunes.apple.com/us/app/tiggly-draw/id718952421?mt=8
Tiggly Safari: Preschool Shapes Learning Game,716679050,14,,https://itunes.apple.com/us/app/tiggly-safari-preschool-shapes-learning-game/id716679050?mt=8
Tiggly Shape's Got Talent,983631516,14,,https://itunes.apple.com/us/app/tiggly-shapes-got-talent/id983631516?mt=8
Tiggly Stamp,716727860,14,,https://itunes.apple.com/us/app/tiggly-stamp/id716727860?mt=8
Tiggly Story Maker: Make Words and Capture Your St,969256436,14,,https://itunes.apple.com/us/app/tiggly-story-maker-make-words-capture-your-stories/id969256436?mt=8
Tiggly Submarine: Preschool ABC Game,966609991,14,,https://itunes.apple.com/us/app/tiggly-submarine-preschool-abc-game/id966609991?mt=8
Time Timer,332520417,"2, a, d",,https://itunes.apple.com/us/app/time-timer/id332520417?mt=8
Timeline 3D: Education Edition,522442098,"5, a",,https://itunes.apple.com/us/app/timeline-3d-education-edition/id522442098?mt=8
Toca Band,521640648,6,,https://itunes.apple.com/us/app/toca-band/id521640648?mt=8
Toca Birthday Party,469933147,6,,https://itunes.apple.com/us/app/toca-birthday-party/id469933147?mt=8
Toca Blocks,1057925633,6,,https://itunes.apple.com/us/app/toca-blocks/id1057925633?mt=8
Toca Boo,919097064,6,,https://itunes.apple.com/us/app/toca-boo/id919097064?mt=8
Toca Builders,652077009,6,,https://itunes.apple.com/us/app/toca-builders/id652077009?mt=8
Toca Cars,689936776,6,,https://itunes.apple.com/us/app/toca-cars/id689936776?mt=8
Toca Dance Free,1091215595,6,,https://itunes.apple.com/us/app/toca-dance-free/id1091215595?mt=8
Toca Doctor HD,430807533,6,,https://itunes.apple.com/us/app/toca-doctor-hd/id430807533?mt=8
Toca Hair Salon,426382105,6,,https://itunes.apple.com/us/app/toca-hair-salon/id426382105?mt=8
Toca Hair Salon 2,569632660,6,,https://itunes.apple.com/us/app/toca-hair-salon-2/id569632660?mt=8
Toca House,495680460,6,,https://itunes.apple.com/us/app/toca-house/id495680460?mt=8
Toca Kitchen,476553281,6,,https://itunes.apple.com/us/app/toca-kitchen/id476553281?mt=8
Toca Kitchen 2,943869618,6,,https://itunes.apple.com/us/app/toca-kitchen-2/id943869618?mt=8
Toca Kitchen Monsters,510301841,6,,https://itunes.apple.com/us/app/toca-kitchen-monsters/id510301841?mt=8
Toca Lab: Elements,748057890,6,,https://itunes.apple.com/us/app/toca-lab-elements/id748057890?mt=8
Toca Lab: Elements,748057890,11,,https://itunes.apple.com/us/app/toca-lab-elements/id748057890?mt=8
Toca Lab: Plants,1225994089,6,,https://itunes.apple.com/us/app/toca-lab-plants/id1225994089?mt=8
Toca Lab: Plants,1225994089,11,,https://itunes.apple.com/us/app/toca-lab-plants/id1225994089?mt=8
Toca Life: City,988318940,6,,https://itunes.apple.com/us/app/toca-life-city/id988318940?mt=8
Toca Life: School,1043579926,6,,https://itunes.apple.com/us/app/toca-life-school/id1043579926?mt=8
Toca Life: Stable,1156110079,6,,https://itunes.apple.com/us/app/toca-life-stable/id1156110079?mt=8
Toca Life: Town,871694174,6,,https://itunes.apple.com/us/app/toca-life-town/id871694174?mt=8
Toca Life: Vacation,1114886979,6,,https://itunes.apple.com/us/app/toca-life-vacation/id1114886979?mt=8
Toca Nature,893927401,6,,https://itunes.apple.com/us/app/toca-nature/id893927401?mt=8
Toca Robot Lab,434826169,6,,https://itunes.apple.com/us/app/toca-robot-lab/id434826169?mt=8
Toca Store,442705759,6,,https://itunes.apple.com/dm/app/toca-store/id442705759?mt=8
Toca Tailor,556430416,6,,https://itunes.apple.com/us/app/toca-tailor/id556430416?mt=8
Toca Tailor Fairy Tales,569631758,6,,https://itunes.apple.com/us/app/toca-tailor-fairy-tales/id569631758?mt=8
Toddler Counting 123 - Learn to count for kids!,536476423,19,,https://itunes.apple.com/us/app/toddler-counting-123-learn-to-count-for-kids/id536476423?mt=8
Toddler Learning Games Ask Me Color & Shape Games,689592594,14,,https://itunes.apple.com/us/app/toddler-learning-games-ask-me-color-shape-games/id689592594?mt=8
Tools 4 Students,472911218,"5, a",,https://itunes.apple.com/us/app/tools-4-students/id472911218?mt=8
ToonCamera,392538848,"8, a",,https://itunes.apple.com/us/app/tooncamera/id392538848?mt=8
Toontastic 3D,1145104532,"8, a, c",,https://itunes.apple.com/us/app/toontastic-3d/id1145104532?mt=8
TouchChat HD,398860728,"3, h",,https://itunes.apple.com/us/app/touchchat-hd-aac/id398860728?mt=8
TouchChat HD - Lite,427022529,"3, h",,https://itunes.apple.com/us/app/touchchat-hd-lite/id427022529?mt=8
Train Conductor,344442490,6,,https://itunes.apple.com/us/app/train-conductor/id344442490?mt=8
Train Conductor 2: USA,378772227,6,,https://itunes.apple.com/us/app/train-conductor-2-usa/id378772227?mt=8
TutoTod — Easy Crafts for Kids,1007677934,8,,https://itunes.apple.com/us/app/tutotod-easy-crafts-for-kids/id1007677934?mt=8
Unit converter - Calculator,417794697,19,,https://itunes.apple.com/us/app/unit-converter-calculator/id417794697?mt=8
Universal Breathing - Pranayama Lite,435871685,10,,https://itunes.apple.com/us/app/universal-breathing-pranayama-lite/id435871685?mt=8
Vehicle Maze - Find a route through the maze,1186201607,14,,https://itunes.apple.com/us/app/vehicle-maze-find-a-route-through-the-maze/id1186201607?mt=8
Vernier Video Physics,389784247,"11, a",,https://itunes.apple.com/us/app/vernier-video-physics/id389784247?mt=8
Visual Schedule Planner,488646282,"1, a, d, h",,https://itunes.apple.com/us/app/visual-schedule-planner/id488646282?mt=8&ign-mpt=uo%3D4
Visual Timer,1020301243,2,,https://itunes.apple.com/us/app/visual-timer-time-tracker-pro/id1020301243?mt=8
Voice Dream,496177674,"7, b, f",,https://itunes.apple.com/us/app/voice-dream-reader/id496177674?mt=8
What's Hiding?,416444482,19,,https://itunes.apple.com/us/app/whats-hiding/id416444482?mt=8
Wheels on the Bus HD,371962250,14,,https://itunes.apple.com/us/app/wheels-on-the-bus-hd/id371962250?mt=8
Where's My Water? 2,638853147,6,,https://itunes.apple.com/us/app/wheres-my-water-2/id638853147?mt=8
White Noise Lite,292987597,"10, d",White Noise+ also available,https://itunes.apple.com/us/app/white-noise-lite/id292987597?mt=8
Word Wizard,447312716,5,,https://itunes.apple.com/us/app/word-wizard-for-kids/id447312716?mt=8
Word Wizard for Kids,447312716,18,,https://itunes.apple.com/us/app/word-wizard-for-kids/id447312716?mt=8
WordFoto,414002091,"8, a",,https://itunes.apple.com/us/app/wordfoto/id414002091?mt=8
Write My Name,500623496,14,,https://itunes.apple.com/us/app/write-my-name/id500623496?mt=8
Writing Wizard,631446426,5,,https://itunes.apple.com/us/app/writing-wizard-for-kids/id631446426?mt=8
Writing Wizard for Kids,631446426,18,,https://itunes.apple.com/us/app/writing-wizard-for-kids/id631446426?mt=8
Wunderlist: To-Do List & Tasks,406644151,1,,https://itunes.apple.com/us/app/wunderlist-to-do-list-tasks/id406644151?mt=8
Xylo - Cutie Monsters Xylophone Fun,976472199,12,,https://itunes.apple.com/us/app/xylo-cutie-monsters-xylophone-fun/id976472199?mt=8
Aipoly,1069166437,"17, f",,https://itunes.apple.com/us/app/aipoly-vision-sight-for-blind-visually-impaired/id1069166437?mt=8
,,,,
